model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,secs
defaults (mcs30 sub.8 col.9 rl1),0.4970394390895169,0.4854771446269209,0.3347466566274731,0.2231424589594207,0.6427238004334577,0.8894416380960228,0.4030733537908347,0.350620912278955,0.2827064490188221,0.633156865333766,0.568032284593433,0.9864346816217275,0.9718056012839967,0.8706690352162899,0.8367758822449971,defaults (mcs30 sub.8 col.9 rl1),1,CGD,179.6
defaults (mcs30 sub.8 col.9 rl1),0.43604371339119086,0.5201278087933103,0.2636984286469933,0.22516501536879394,0.6308721447584065,0.853978991440466,0.3740976274111876,0.2132684165633399,0.19461587359651697,0.6281238218027299,0.5466853607611282,0.9801490467457522,0.9585949814258374,0.8393075585939253,0.8177758590510922,defaults (mcs30 sub.8 col.9 rl1),7,BAH,179.8
min_child 60,0.49855393366331774,0.48629421218119523,0.3391332136887481,0.2229941603348244,0.6403557370468403,0.8900723739846318,0.4048738927364409,0.3524009391896855,0.28566047091753805,0.6324482984781732,0.5692774762603824,0.9865490725065608,0.9720453016521157,0.8713828134490142,0.838028171395639,min_child 60,1,CGD,185.9
defaults (mcs30 sub.8 col.9 rl1),0.46516635523439454,0.5058915620000142,0.30769610639506373,0.2403900303960738,0.6318407795318036,0.8802541306173326,0.3998650655901475,0.23040686667087423,0.26402775515057886,0.6235544310186536,0.5581379049447021,0.9848191224168301,0.9685249162592636,0.861084991397236,0.8300835546776423,defaults (mcs30 sub.8 col.9 rl1),5,CGD,186.8
min_child 120,0.45749559974779835,0.49200529236612395,0.286204896482779,0.1779547331149109,0.6158054869270314,0.8664041864294886,0.3798876629655683,0.2984687064909419,0.20329119126564782,0.6149044716726467,0.5480084000385187,0.9815488037061386,0.9613543555684063,0.8514748198855215,0.8174397773911891,min_child 120,3,BAH,136.7
min_child 120,0.4645539456351797,0.4920360342143397,0.3069220920253163,0.23688402625081187,0.6127714209075369,0.8788294505271956,0.39209972154942146,0.23422592546799928,0.2629969734041128,0.6364570251667179,0.5534568570258195,0.9844138293115768,0.9672809893692076,0.8593685063084154,0.8262440008424039,min_child 120,6,CGD,146.0
min_child 240,0.43371122782026417,0.5149820276475382,0.266312726138369,0.22447276223840393,0.6245294271140607,0.8550250412934514,0.37301506511662796,0.20248319616570862,0.19511768658920314,0.6260209134376626,0.5466037077533648,0.9803737557325676,0.9591344651630491,0.8402615549166329,0.8178846043085014,min_child 240,7,BAH,134.7
min_child 240,0.4593669916814047,0.4967222263937516,0.3069175580651788,0.23290530796882258,0.6225631517140846,0.8804811883804512,0.3942459088534089,0.21613068722762743,0.2592869324159977,0.6186784751016564,0.5551581070614311,0.9848287637841322,0.9685977241818705,0.8614198672263742,0.8274468344539218,min_child 240,5,CGD,151.1
min_child 240,0.4550106092967425,0.4898472509224378,0.2836761222703728,0.17729520199302018,0.6111239666335613,0.8665643581323548,0.3776629631231841,0.2941600607778535,0.19901699484542054,0.6131363355229122,0.5466590442505891,0.9815676397224588,0.961438291978561,0.8517377707169965,0.8161576633503781,min_child 240,3,BAH,151.7
min_child 240,0.45985176927473287,0.4850310428844491,0.3029094557982062,0.2324464125605471,0.6083315723454199,0.8785036558050593,0.38680138539041725,0.22553736257977058,0.257461391138129,0.6333468363209536,0.5503251478088266,0.9843139238560816,0.9671038052048971,0.8591980718981523,0.8234102283854571,min_child 240,6,CGD,154.1
min_child 240,0.49319704756948074,0.4824541351331965,0.33354632531439254,0.21843688545829398,0.6296788255075211,0.8899526357235759,0.3998749353631896,0.3437629278817812,0.2771261903259603,0.6272003227978784,0.5667986132526407,0.9864712232624058,0.9719534487071112,0.8714413932267933,0.8371060639708428,min_child 240,1,CGD,158.1
