w,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc
0.0,0.4492953254417599,0.49101431090998343,0.2816631542908349,0.19649256826164377,0.615119481455099,0.82936344348567,0.3749199698211387,0.26140024686137014,0.24878509234950796,0.6009798382255616,0.5511518524921879,0.9817508968112006,0.9620192173159829,0.7998077853668196,0.8234206082935798
0.25,0.4499535234713097,0.49101431090998343,0.2944846573479205,0.19649256826164377,0.615119481455099,0.8264967468360904,0.3799574363584286,0.26140024686137014,0.24815990088709186,0.6009798382255616,0.5530960328447168,0.9815670352027898,0.9615173140145935,0.796057290932181,0.823790688306624
0.5,0.4488080794168045,0.49101431090998343,0.302888376631529,0.19649256826164377,0.615119481455099,0.8209289771721251,0.38326810642915426,0.26140024686137014,0.2437983907776839,0.6009798382255616,0.553350920494478,0.9811335683542224,0.9604198165250311,0.7889681852560698,0.8228188987024795
0.75,0.4462046493857712,0.49101431090998343,0.30772531217291055,0.19649256826164377,0.615119481455099,0.8128075156719082,0.38517965372324237,0.26140024686137014,0.23677655526876815,0.6009798382255616,0.5522977714399029,0.9804639380366345,0.958726724825638,0.7791165575309968,0.8205254322881113
1.0,0.4424875620486656,0.49101431090998343,0.3098373320239488,0.19649256826164377,0.615119481455099,0.802283905128496,0.38601853081820364,0.26140024686137014,0.22811816989405523,0.6009798382255616,0.5504896228954851,0.979572264026864,0.9564380390159422,0.7670944553771855,0.8176332399278874
