model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,TOTAL_additive_only,secs
source lam=3,0.4519127478820008,0.48484651589867594,0.28396022044100205,0.17637228394840565,0.6067605157812255,0.8633872149859969,0.3751898521142928,0.29061861079800866,0.19486179538371817,0.6117818178403004,0.5432715767170561,0.9812824986632885,0.9608752919237639,0.8485446792129421,0.8139610087520165,source lam=3,3,BAH,0.44145379536528917,182.9
source lam=3,0.4871374270770014,0.47535708359016576,0.32119485857068364,0.2189847700443746,0.6305874893005294,0.8836087555212534,0.3924001506423937,0.33595611477106085,0.2699622091278678,0.6312475981020703,0.5601442744431904,0.9855256200599313,0.969891721793153,0.8656468732032854,0.8307220569236521,source lam=3,1,CGD,0.46799129019521435,194.0
source lam=3,0.43408325034387313,0.5142045653154812,0.267704224847833,0.20519460006376894,0.5897593460420918,0.8326931035791224,0.37463226796254506,0.1929319120622191,0.2351151578628318,0.6097591758994257,0.5460246212491919,0.9779296142811156,0.9539298255326782,0.8027846559279651,0.8205391613642583,source lam=3,2,DHY210,0.42428658861245433,191.3
source lam=3,0.45812502808797323,0.4453474564818921,0.2572923495064123,0.1958561473928094,0.6038315336103206,0.8544711270062981,0.348251018647827,0.33124847041424443,0.22254098022937696,0.6255110899549143,0.5371809780108218,0.9828013168338862,0.9639685698942682,0.8325389244743527,0.8180105144922725,source lam=3,4,CEK,0.45410349207627154,188.5
source lam=3,0.4563973558990242,0.5015897751122935,0.2960036477152126,0.2293845462835148,0.61979189986876,0.8743652036814957,0.39124173707139026,0.21940198674052647,0.25290645001906525,0.6168255527334152,0.5513927653923513,0.9839164036274584,0.9665927686894764,0.856464072647263,0.8234926586847471,source lam=3,5,CGD,0.44545375194346826,193.7
source+instr lam=3,0.43843312357957454,0.5060805340221076,0.2703256881628206,0.1901170825628928,0.5999702113717115,0.8546504976412267,0.3713389428632673,0.1903360816284221,0.23716114260112595,0.6125462159214975,0.5582844379490597,0.9830158655325709,0.9642348843002008,0.8338129197393459,0.8353252478533784,source+instr lam=3,0,CEK,0.4288031836836444,175.8
source+instr lam=3,0.4526091615372674,0.4859572429664563,0.2837590417131057,0.17618178194090212,0.6069817929130157,0.863870058714831,0.37558658853628435,0.29303807413281713,0.1948055206679627,0.6118125505437282,0.5437705729140258,0.981314223005299,0.9609633965033525,0.8494924800509464,0.8154353417704386,source+instr lam=3,3,BAH,0.44160161688677396,160.4
source+instr lam=3,0.45606249467939164,0.5012383400023466,0.2956201165295105,0.22906742378404735,0.619475765639944,0.8746060882962173,0.39088436919863584,0.21825616688884197,0.2526298953125339,0.6168109598954877,0.551237525813305,0.9839372892725632,0.9666006765197304,0.857105042403354,0.8234566992272898,source+instr lam=3,5,CGD,0.4452270990261571,160.5
source+instr lam=3,0.4635777768590774,0.4451806165420382,0.2674379721196394,0.20324377338504046,0.6033580202312853,0.8641893918301662,0.353142169040252,0.329729828013922,0.23195996210852482,0.6300330705283912,0.5422618231130522,0.9840258401040454,0.9663399133379397,0.8456316989838694,0.823371165999728,source+instr lam=3,4,CEK,0.4596212697437224,170.8
source+instr lam=3,0.43997935327424975,0.5152385527008017,0.2753797388003635,0.21073788018645298,0.5895843410388173,0.8434493314558426,0.3790114366280559,0.19472943702457698,0.2419250452353655,0.6162740688822528,0.5515664897170698,0.9792957146764881,0.9565405018164405,0.8187498679264306,0.827534157723466,source+instr lam=3,2,DHY210,0.4297918355228148,179.6
source+instr lam=3,0.4864113958673324,0.4742973020584983,0.3204533554290746,0.21895485841696474,0.6307534813222015,0.8839170714232403,0.3916756814154497,0.33332570561759517,0.26941986487885244,0.6316768568883604,0.5598452288139265,0.985561687397536,0.969951771585954,0.8662329824072196,0.8303735248382509,source+instr lam=3,1,CGD,0.4678866086078416,202.8
