model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,TOTAL_additive_only,secs
"strain x0.5, pert x1",0.46470731952946487,0.4511095003920372,0.2681482350291637,0.2078323648864095,0.6062454155319079,0.863832896816141,0.35663249472339387,0.3286300358377275,0.23267145649945709,0.6319483430983456,0.5465496741623342,0.9839569395276757,0.9662636150722104,0.8444042352711765,0.8281793637718707,"strain x0.5, pert x1",4,CEK,0.45732620298242616,178.9
"strain x0.5, pert x1",0.464164759397527,0.5040675871666437,0.3110197444775381,0.2433483131186621,0.6228559543923684,0.8801618558699696,0.4002656756379791,0.2251911582265872,0.26456743767294366,0.6218052716820837,0.5586744593184739,0.9848544827915084,0.9686025119701271,0.8607889091666385,0.8290126976510811,"strain x0.5, pert x1",5,CGD,0.452471955854817,181.4
"strain x0.5, pert x2",0.4425728802479906,0.5098591796450949,0.26959499165685,0.19138103668994783,0.6060122381591231,0.8546681030273602,0.3730038952177879,0.20485739752243023,0.2400877142605542,0.6140528860058112,0.5598794976178706,0.9829985530982228,0.9642280091775383,0.8334779611840218,0.8361610218642328,"strain x0.5, pert x2",0,CEK,0.4312391691387845,185.6
"strain x0.5, pert x2",0.44408343063071093,0.5196056439413717,0.2744751668241305,0.2166169356437395,0.5986857634139359,0.8436826972906069,0.3816113352247182,0.20877446305417535,0.24227871030613207,0.6205775223185559,0.5535134092498574,0.9792389061409751,0.9565423206505537,0.8186165104785719,0.829271581219194,"strain x0.5, pert x2",2,DHY210,0.43354155693666985,185.0
"strain x0.5, pert x2",0.4951358789114833,0.48245256781287577,0.3363859470450602,0.2230876202047414,0.6402552068991975,0.8890470906688808,0.4022112582465109,0.34276559756922365,0.28292318918519893,0.6321499711426175,0.568417835018662,0.9863887731811628,0.9717111626602057,0.8701930116171316,0.8373143224969622,"strain x0.5, pert x2",1,CGD,0.4704267624214205,197.3
"strain x0.5, pert x2",0.45676720892909717,0.492096471245245,0.2848035268761519,0.17886680095948918,0.6163734674697824,0.8656512269194916,0.379593079080331,0.29847635558389846,0.20028631912520217,0.6158273383112658,0.5480685000433877,0.9814629681499688,0.9611489113456153,0.8501842204070398,0.8173333351141625,"strain x0.5, pert x2",3,BAH,0.44361584844312685,184.1
"strain x0.5, pert x2",0.46475955312824885,0.5054285493543413,0.3087977667912322,0.24211179399999289,0.6283545556041673,0.8801214534354314,0.4001215670819111,0.22883958913877278,0.2635722151160969,0.6230208006174047,0.5584085951594078,0.9848167380504446,0.9685241982710003,0.86077063635663,0.829847423771957,"strain x0.5, pert x2",5,CGD,0.45204455799456666,182.6
"strain x0.5, pert x2",0.46856593464087803,0.45596715031760837,0.2661557373654073,0.20752905563260005,0.6106868726133386,0.8647246922467895,0.35807110476600845,0.34213435745357346,0.23511696580076644,0.6326511093421491,0.5477568882987024,0.984017908674606,0.9664287788136058,0.8456709959467579,0.8299056887900341,"strain x0.5, pert x2",4,CEK,0.4591642692035136,195.2
"strain x0.5, pert x4",0.4449398523149411,0.5119913416877434,0.26860550590530946,0.190886150607904,0.6079949497898302,0.8554418963570047,0.37344666573544466,0.21196965002665255,0.2432635931446985,0.6146388377313686,0.5595854840454374,0.9830275162410628,0.9643483468392959,0.8344253679653774,0.8365855167974096,"strain x0.5, pert x4",0,CEK,0.43115175806919015,194.1
"strain x0.5, pert x4",0.4977283854667717,0.4867129489457312,0.3345871879535202,0.22310143117690479,0.642689394213287,0.8892608759650623,0.40354077994837306,0.3537453391294468,0.2826783041676465,0.6327654535793386,0.5685948253862686,0.9864015239886404,0.9717486884112149,0.8704602122117158,0.8375137910585985,"strain x0.5, pert x4",1,CGD,0.46835321998206114,199.6
"strain x0.5, pert x4",0.45787664681629553,0.49351957829674614,0.2823621811046916,0.178713745428569,0.6202053467389959,0.8658527302846941,0.37954751230657574,0.3036607359586045,0.20004644692188794,0.6169206972178187,0.547714327696649,0.9814422741823614,0.9611309078240905,0.8507318362227081,0.8172078576808317,"strain x0.5, pert x4",3,BAH,0.44244565189848417,166.0
"strain x0.5, pert x4",0.4429152727580954,0.5175298183097292,0.27331778214975616,0.2155015059920665,0.6009346063643735,0.8435090397240133,0.3803472882743702,0.20501617372423414,0.2420367868720435,0.6209956998768432,0.5523296127552054,0.9792307142743275,0.9565492973816777,0.8181079434315484,0.828179610922305,"strain x0.5, pert x4",2,DHY210,0.4326015095885126,179.0
"strain x0.5, pert x4",0.4687536706662866,0.4559256974101262,0.26399218982251826,0.20636559655134085,0.6135827402557352,0.8649940624786003,0.3572329835103257,0.3425991948389745,0.2363654361326907,0.6331541231939595,0.5467654755851226,0.9840300490542587,0.9664428651226857,0.8463262899075149,0.828458167201659,"strain x0.5, pert x4",4,CEK,0.4591206494033575,174.8
"strain x1, pert x0.25",0.4353466046798179,0.5001650123186836,0.27229529670066205,0.19285203080276145,0.5880681702076663,0.8517731326687145,0.3695002392142329,0.18324013362150426,0.23616540761369012,0.6090215926073199,0.556673016694918,0.9827656441103166,0.9636854146194523,0.8294368989753789,0.8322919928552616,"strain x1, pert x0.25",0,CEK,0.4266434687488066,181.8
"strain x0.5, pert x4",0.4643061480582515,0.5050225432832272,0.3072651550340358,0.2407586886588734,0.6318742125382132,0.8799107230173314,0.3993922737819601,0.22732648175608253,0.2638184674607055,0.623619667618105,0.5576995680825414,0.9847788638772932,0.9684299227039208,0.8606904457705002,0.8290454058112249,"strain x0.5, pert x4",5,CGD,0.4506664743717774,196.0
"strain x1, pert x0.25",0.4388882801556274,0.513226341183061,0.27511649799225507,0.21650924792043044,0.577430821673249,0.841918894732795,0.3780233182060888,0.19311476716239678,0.24171989191918197,0.6140889966478312,0.5524568035289469,0.9790413408896053,0.9562214888625633,0.8161512026130122,0.8286831548605194,"strain x1, pert x0.25",2,DHY210,0.43126575270811385,177.1
"strain x1, pert x0.25",0.4853761565049577,0.46865267444128317,0.3392548944214806,0.22470922635945764,0.6174217857102875,0.8879726233300769,0.396138730854991,0.306136504947719,0.2835321492611368,0.6256357417128191,0.5649928822428292,0.98632609509518,0.9715836495650959,0.8684862614746842,0.834243809992298,"strain x1, pert x0.25",1,CGD,0.4693614982567799,188.1
"strain x1, pert x0.25",0.4518397836638309,0.48541344010592974,0.2903227713936684,0.1796988256684746,0.5936281144717039,0.8652491008305019,0.3774061451888025,0.2766619731502291,0.20402010789404693,0.6092182423367278,0.5476037351600398,0.9814888514718584,0.9612697610431605,0.8496195301611922,0.8170232709816649,"strain x1, pert x0.25",3,BAH,0.4417146436163863,179.4
"strain x1, pert x0.25",0.45968674745072674,0.49607682863731906,0.31151371942838674,0.24465889247473627,0.6069308071747292,0.8794700656255263,0.3963770780422503,0.21127483449887574,0.26427340038159297,0.617528834048582,0.5567186886821371,0.9848273897737296,0.968515418238651,0.8596166715308364,0.8271809646951812,"strain x1, pert x0.25",5,CGD,0.44943416482436205,186.8
"strain x1, pert x0.25",0.45866706463308127,0.44492868310220507,0.2683335890149323,0.20852976609962007,0.5910153417262086,0.8615582555553408,0.35329145916481436,0.3112315442974534,0.22913554358506316,0.6274363822633774,0.5443098585593685,0.9837633606287947,0.965828546478095,0.8412084500092024,0.8260751347585595,"strain x1, pert x0.25",4,CEK,0.45164103971454034,197.9
"strain x1, pert x0.5",0.43752328991155154,0.5028445845955408,0.2721807905413623,0.19231746226008453,0.5948816891984787,0.852971778560784,0.3708551464573718,0.1891626752790386,0.23683608876973977,0.6111178597267786,0.5580721760523649,0.9828611738697617,0.9639076104838954,0.8310180690316872,0.8344121799687078,"strain x1, pert x0.5",0,CEK,0.42812447111266516,182.4
"strain x1, pert x0.5",0.4878013304901885,0.4716147139303754,0.3400312289893155,0.22460258481703096,0.6258465970157311,0.8887170981124871,0.39820237071896586,0.3127159137990034,0.2841416975173947,0.6283364200826534,0.5660430783280924,0.9864018861674655,0.9717349869057136,0.869626105913361,0.8346388016699647,"strain x1, pert x0.5",1,CGD,0.4701165113381846,200.7
"strain x1, pert x0.5",0.45344788320593704,0.4872337348372504,0.2895081630213952,0.17971533550973845,0.6040879833725505,0.8656356349431421,0.37854240075448986,0.2820262272988648,0.20299360221723367,0.6124999059411176,0.5486239906270921,0.9815132223816062,0.9613055890011633,0.8501580873256263,0.8179746690661258,"strain x1, pert x0.5",3,BAH,0.44268031969762295,183.2
"strain x1, pert x0.5",0.4412980789857358,0.5159863548258425,0.2762902675091103,0.21740042013979682,0.5852874770074074,0.8428592193347636,0.3802156215074358,0.19899018129536128,0.2424799637649631,0.6168588340246851,0.5538483465478156,0.9791794058689693,0.9564490595493396,0.8174407440935728,0.8297815793328441,"strain x1, pert x0.5",2,DHY210,0.43245527416855806,199.9
"strain x1, pert x0.5",0.4608726495206964,0.44731136527841026,0.2681580887133056,0.20717998078394032,0.5997472718944462,0.8624664075809707,0.35458108312299447,0.31820620327338023,0.22929090233412994,0.629635371598953,0.5454227788471248,0.9838498320757032,0.9659894408961491,0.842686779986321,0.8269111003538684,"strain x1, pert x0.5",4,CEK,0.45408117797471126,185.4
