config,mean,sem,n,delta_vs_ref,delta_sem,n_folds_up,beats_ref
source+instr lam=3,0.445488602245159,0.0064326554829406656,6,0.006953595035430545,0.0026149563949206334,6,True
instr lam=8,0.444248172332339,0.007188879133468389,6,0.005713165122610497,0.002213283083103592,6,True
instr lam=20,0.44423457969207614,0.007066031205053534,6,0.005699572482347638,0.00224586823336806,6,True
instr lam=3,0.44412444180708716,0.0073145878595807685,6,0.005589434597358657,0.0021729849745950104,6,True
instr lam=1,0.4440174738433445,0.007389472069816515,6,0.005482466633616022,0.002159254732115501,6,True
source lam=3,0.44271693344456703,0.007083943432979034,6,0.004181926234838512,0.0014513779859440586,6,True
instr lam=3 after plate,0.43989880805703246,0.007996594325017793,6,0.0013638008473039476,0.00029400912177054273,6,True
REF (no instrument),0.4385350072097285,0.008148132538310158,6,0.0,0.0,0,False
