model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc
baseline + booster,0.44930488403062563,0.49101471566495103,0.2816669758052012,0.19648686832309942,0.6151201060225251,0.8293655815572584,0.3749197694106403,0.26143406224113896,0.24879058330022236,0.6009730187613085,0.5511918876422142,0.9817513258153585,0.9620196867231683,0.7998085307172418,0.8235490251347652
+ cmpd x ctx lam=4.0 + booster,0.44844468436284957,0.49019037320907355,0.2831208492710318,0.1963039482059831,0.6010310887438414,0.8285811600919872,0.37418939994643663,0.2580692435016901,0.25169102043857516,0.5970132167046811,0.5505545579864348,0.9816768664356648,0.9618449416839752,0.798695395566442,0.8228187385635162
"+ cmpd x ctx (no strain), lam=4.0",0.4373738671091484,0.4835161019297096,0.27545854607509934,0.1970643813775813,0.5884440248124798,0.8292866778937293,0.36779044352526713,0.22118410699434632,0.24300507894299675,0.5936067491126383,0.5474081710070654,0.981677993142621,0.9620088370111,0.7993613407650062,0.8204140366581938
"+ cmpd x ctx (no strain), lam=10.0",0.4371799098160008,0.48350996167136306,0.27312797654037035,0.19696038180048292,0.5969148793668687,0.8297875783406612,0.3673926832382257,0.22230231327221475,0.2397232556831323,0.596028470234236,0.5473252504763826,0.9817220714150491,0.9621062386898833,0.8000966063520408,0.8204290682303246
"+ cmpd x ctx (no strain), lam=25.0",0.43660132651600053,0.483345171419716,0.2713969435370396,0.19689327399965556,0.5980164746710044,0.8297938389052859,0.3667015850083039,0.2224921922204895,0.23747325460361815,0.5962962102098226,0.546889041941272,0.9817191202039393,0.9621025616841224,0.8001153150211666,0.8200443240058732
baseline,0.43586724455703285,0.4831250907201404,0.2697390412752697,0.19683327514178928,0.5968303662964304,0.8296482543345619,0.3658710968338333,0.22240471106098386,0.23540755243891154,0.5958986935179685,0.5463499485977248,0.9817008951086882,0.962067222474045,0.7999130897644094,0.8196018903031705
"+ cmpd x ctx (no strain), lam=1.0",0.43461572819207916,0.48196339097744156,0.2777487065261619,0.19719069277574736,0.5493786244096925,0.8261529386976342,0.3655896550491273,0.21548288772297047,0.24732328487119246,0.5817265247810477,0.5450767938666627,0.981390736804246,0.9613807443300175,0.7948340413286038,0.8183194755281453
