model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,TOTAL_additive_only,secs
"current (plate .3, pxs 2)",0.43996460749836735,0.5152233553440102,0.2753821171183602,0.21071874921331568,0.5896050633042925,0.8434445775037578,0.37900580784463833,0.19466527870385147,0.24192621633792827,0.6162686965896121,0.5515814273827803,0.9792945917260936,0.9565382554580752,0.8187475653033605,0.8276090856703979,"current (plate .3, pxs 2)",2,DHY210,0.4297918355120665,229.7
"plate 0.15, pxs 2",0.4377235618707218,0.5055393355716459,0.26992770113854614,0.18869716410325246,0.5995660194071732,0.8543344633095615,0.3707620096300025,0.18903388513234717,0.23652835094394403,0.611782102811104,0.5575101860988029,0.9829894701912326,0.9641558544935378,0.8334617172735892,0.8343860028750987,"plate 0.15, pxs 2",0,CEK,0.42831695051967394,231.2
"plate 0.15, pxs 1",0.4631820039763996,0.442509012324581,0.2671341097461707,0.20325874496563773,0.6017372067939247,0.8638628962141329,0.3518308911329054,0.3311966706597352,0.23114502724780409,0.6295426574036685,0.5405819325694387,0.9839829216066138,0.9662543935916053,0.845086477263424,0.8222865130116649,"plate 0.15, pxs 1",4,CEK,0.45840411809775766,231.9
"plate 0.15, pxs 2",0.48330413707103365,0.47160942452812776,0.31666893912056543,0.21764243683629642,0.6308615881108033,0.8822597539864553,0.3889468951032593,0.3264496039646439,0.2663218122964005,0.6317896415898783,0.5576443017346212,0.9853414474686536,0.9694428071154717,0.8647690372254454,0.8282669485374695,"plate 0.15, pxs 2",1,CGD,0.46636646568292084,238.5
"plate 0.15, pxs 2",0.45023746317121166,0.4833188113903142,0.2821280182710564,0.17418363422683716,0.6070898247179016,0.8625693108060334,0.37356897930265565,0.2878717899608113,0.19300238876084191,0.6107998854970872,0.5415306378060349,0.9811382486412024,0.9605868336184042,0.8483616853798984,0.8133348653141788,"plate 0.15, pxs 2",3,BAH,0.44044208017023156,164.6
"plate 0.15, pxs 2",0.43942220522465647,0.514328353569918,0.2745769866584745,0.20974730190848795,0.5897962147145351,0.8431595413293917,0.378214555226926,0.19400596722252414,0.2414738033542745,0.6160073183261952,0.5507994440813466,0.9792552017900065,0.9564502617306039,0.8184794470978302,0.8268101926627521,"plate 0.15, pxs 2",2,DHY210,0.42899558226965107,173.7
"plate 0.3, pxs 1",0.4383573814738188,0.5126497640026796,0.2749250659878465,0.2110963856241826,0.5872052756992769,0.8431549347665497,0.3777237950360936,0.18944748080265023,0.24160027651939575,0.6156422970140369,0.5504332919134515,0.9792314774702569,0.9564557680482669,0.8183904238425757,0.8270069611891648,"plate 0.3, pxs 1",2,DHY210,0.4282104444432796,177.0
"plate 0.15, pxs 2",0.46421537077148867,0.44607233866941126,0.2667930684026337,0.20249287973608615,0.6034737951131162,0.8640600337606065,0.35315831975399237,0.3338246191451744,0.2312965152629752,0.6298636688206811,0.5420638063434261,0.9839968054503271,0.9662842856467159,0.8454031928286376,0.8234796090937944,"plate 0.15, pxs 2",4,CEK,0.4592104817478821,206.2
"plate 0.3, pxs 1",0.48504381973647503,0.4708109303778719,0.32116857624082196,0.2190560601845829,0.6281978607268612,0.8836573072950052,0.39029083690085903,0.3285961092035569,0.26983402200907813,0.6311803414352988,0.5587117733240471,0.9855355016614047,0.9698820742199611,0.8659772768208551,0.8297710837530862,"plate 0.3, pxs 1",1,CGD,0.46745100754037544,200.1
"plate 0.15, pxs 2",0.45451796332470956,0.5013624736480812,0.2920817952829176,0.22525781307211876,0.6195331808314742,0.8729578491376648,0.3890260275074053,0.2185898329697006,0.2495777757054194,0.6156505401702098,0.5494262173656048,0.9836948558265196,0.9660724721167097,0.8558391804736039,0.8219096981063536,"plate 0.15, pxs 2",5,CGD,0.4436295156891429,208.1
