model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,tag,TOTAL_additive_only,secs
F_strain_early,0.4355130909927591,0.5203578087887705,0.2607462144123412,0.2265671994824704,0.6312803830676629,0.8541571856244198,0.3729792450566543,0.2132206802091595,0.1932512858116013,0.6286898493637354,0.5454692892637168,0.9799777890196416,0.958180209915114,0.8403695686685119,0.8166085800019593,F_strain_early,7,BAH,cheap,0.4285836226624471,238.0
G_npass4,0.4651095270644261,0.4963236972922265,0.30032364649009,0.2369259636052429,0.6167446222129712,0.8774679614792108,0.3914061891608815,0.2417181781796055,0.2599643596073386,0.6379113977283986,0.5527348029626977,0.9841414821644432,0.966717631485178,0.8585635659882078,0.8257168089116459,G_npass4,6,CGD,cheap,0.4521503768661256,234.9
H_npass3,0.4348445119790269,0.519697823147325,0.2640727380778696,0.2195148155021772,0.6304471522199201,0.8536468509589814,0.3734540687256261,0.2115154412022826,0.1927309885329428,0.6260679503906422,0.5459108723942965,0.9801405776285862,0.9586265957242408,0.8395830236207656,0.8176207829718524,H_npass3,7,BAH,cheap,0.427652670151832,210.6
H_npass3,0.4565506283460955,0.4926351999301691,0.2814517660639071,0.1774442565922301,0.6187770507210277,0.8658066023143194,0.3785645689421377,0.3024007843254452,0.1965671857567119,0.6161238450436572,0.5468437425379992,0.9814581166858672,0.9611771490609596,0.8512231188666953,0.8175141252794392,H_npass3,3,BAH,cheap,0.4423099312911124,214.3
H_npass3,0.4611256247159414,0.4891485481943809,0.2883438189739173,0.1641612903626646,0.6414238614661596,0.8643721954518919,0.3771635824607831,0.3172213581401675,0.2081708581116921,0.6166301717154061,0.5443765917690947,0.9810549565983308,0.9600931284541098,0.8502125012539685,0.816073777343369,H_npass3,8,BAH,cheap,0.4446519125031343,120.1
H_npass3,0.4623668189648317,0.5062084715296539,0.3010787061769068,0.2335472960347137,0.6313300291342959,0.8781740003963415,0.3964221131809461,0.2299613873237118,0.2584666848994468,0.6215258042281767,0.5557659144575493,0.984386724951172,0.9676286111996252,0.8601317849705346,0.827949219469197,H_npass3,5,CGD,cheap,0.448005801402385,230.7
I_nooffset,0.4970144598031364,0.484978119385585,0.3349399442311795,0.2233226111790814,0.6423392672961876,0.889470117233329,0.4029305112477239,0.3499872885026913,0.2829674212235201,0.6339244816053287,0.5680883687752903,0.9864403684559432,0.971807798542138,0.870718818428484,0.8369521849244751,I_nooffset,1,CGD,cheap,0.4673768468131301,131.1
I_nooffset,0.4641875105575994,0.504588380319621,0.3073611301860074,0.2398073705998878,0.6315795223457085,0.8800632600023668,0.3991087616321989,0.2271225323884605,0.2638240200062846,0.6233383461099115,0.5574904611827199,0.9847913124289338,0.968456268938288,0.860900091354922,0.8292804589157137,I_nooffset,5,CGD,cheap,0.4498713935299578,127.8
I_nooffset,0.46628330187262,0.4953758216807565,0.3047548191953643,0.2384220536619184,0.6167006801798554,0.8784913607242602,0.3930117349521645,0.2402916422682812,0.2635355083767081,0.6384617273247416,0.5544098625650952,0.984363758669429,0.9671819103608388,0.8590403113769152,0.8272490814368842,I_nooffset,6,CGD,cheap,0.4533429984969905,146.1
I_nooffset,0.4568530004193502,0.491644637793501,0.2822106174850144,0.1780721876948957,0.6201770762226543,0.8658053076909753,0.3785820256006856,0.3003491949033477,0.1997889870830337,0.6165842130783381,0.5472074955174705,0.9814217110636888,0.9610794970887996,0.8507201066,0.8168664992681208,I_nooffset,3,BAH,cheap,0.4417910432852773,132.3
J_pxs3,0.4973144740969217,0.4834092375240629,0.3355061543283185,0.2237322685635357,0.6419180935591811,0.8894927783558446,0.4024923503020335,0.3515209141241083,0.2838618536491987,0.6333822293401161,0.5675610872314263,0.9864338834639094,0.9718213254371236,0.8706767712743027,0.8363448350251665,J_pxs3,1,CGD,cheap,0.4699468616116512,144.7
I_nooffset,0.4619396253304783,0.4895883183582342,0.2891433232723451,0.1635860852792286,0.6414496642173064,0.8643469217320723,0.3775719826024998,0.3176234338587068,0.2113973927031234,0.6162415891089845,0.5449784222034878,0.9810297700792576,0.9599796326307652,0.8498709450902381,0.815860819205369,I_nooffset,8,BAH,cheap,0.4440221815555014,160.3
J_pxs3,0.4350072671549312,0.5187460641794083,0.2638541922525381,0.2269241312661351,0.6307873752362415,0.8543308162574995,0.3738841877870302,0.2078024248356256,0.1945207928769469,0.6290164435385234,0.5460753812061375,0.9801973245772966,0.9587179979612478,0.8396814229072762,0.8170164876594689,J_pxs3,7,BAH,cheap,0.4286624414795039,150.3
I_nooffset,0.4357704231742179,0.5195021588420404,0.2642179521165504,0.225430418321755,0.6313298275624077,0.8542300072266562,0.3741862762453887,0.2109881074647772,0.1949288179750607,0.6285401219965672,0.5468091075983041,0.980190705787896,0.9587019204134068,0.8393678007134681,0.8179653781987075,I_nooffset,7,BAH,cheap,0.4287561056002431,176.5
T_strainfam_x0.5,0.4663807008545915,0.4961460340391802,0.3042170254307801,0.2382366335634102,0.6170277087828651,0.8781382576619193,0.3931006604469499,0.2416006887753357,0.2631807288036573,0.638323076548982,0.5537858607954657,0.9843091374238842,0.9670727035319354,0.8586409948329752,0.8259746967960183,T_strainfam_x0.5,6,CGD,cheap,0.4537243610691103,134.8
T_strainfam_x0.5,0.461314407197514,0.4886826851024486,0.2892035454344791,0.1633545265672476,0.641332416388113,0.8641539270238923,0.3771754625234821,0.3155847607391819,0.2111023800788557,0.6160585490335692,0.5449294618980102,0.9810076815110016,0.959949781886608,0.849599576855507,0.8156783927651442,T_strainfam_x0.5,8,BAH,cheap,0.4445227176103333,127.5
T_strainfam_x0.5,0.4353746339674883,0.5194546532014965,0.2636043946780845,0.2254653245463631,0.6308682678086767,0.8537855902839124,0.3738534348374756,0.2107807568184392,0.1943165221730107,0.628277727772709,0.5461385725155198,0.9801347576891,0.9585745171356488,0.8388988479925138,0.8168320631887183,T_strainfam_x0.5,7,BAH,cheap,0.4291294888383002,139.5
K_pxs12,0.457616291059059,0.4948414219102482,0.2822681471453758,0.1777208524763328,0.6196398706043479,0.8657046372264229,0.379909537798925,0.302651949555177,0.1997765905278297,0.6163249236141993,0.5475955757204366,0.9814407033691592,0.9611081852480438,0.8503864272858567,0.8167006258654014,K_pxs12,3,BAH,cheap,0.4405036754348334,181.5
J_pxs3,0.4657826587641949,0.494686998999089,0.3053593206194774,0.2402767497907693,0.6155253774049871,0.8785797633906215,0.3931410042488491,0.2370074609739938,0.2639620264325549,0.6389134621756439,0.5539242264996832,0.9843836821300856,0.9672121570473982,0.859078363054887,0.8263917214259523,J_pxs3,6,CGD,cheap,0.4537319712231545,199.2
J_pxs3,0.4616745620597346,0.486576133700268,0.2902283614388282,0.1637128721269239,0.6402546422136378,0.8645796738703505,0.3766634314997727,0.3167418353724316,0.2122440788737169,0.6160370452052831,0.5438376408192649,0.9810738502963292,0.9600624790252228,0.8500375006890613,0.8143829794615812,J_pxs3,8,BAH,cheap,0.4451898514461209,198.5
J_pxs3,0.4574087351230517,0.4906440913181372,0.2826871097196421,0.1786554047120195,0.6198325411116464,0.8660618642091036,0.3783817718727846,0.3023757396546945,0.2004363654660388,0.6170692083588415,0.5466315490600819,0.981489579057372,0.9612121374131788,0.8508778153969164,0.8161109507940175,J_pxs3,3,BAH,cheap,0.4430901740696447,206.2
J_pxs3,0.4642092232495994,0.5048154932531735,0.3078163727120073,0.2411954871400154,0.631027291051062,0.8801799280037577,0.3995313029847769,0.2259359623544219,0.264386363330761,0.6235197971496299,0.5574793410130819,0.9847976771062312,0.9684820889624672,0.8610512862390192,0.8289274757839866,J_pxs3,5,CGD,cheap,0.4504193722336991,209.5
K_pxs12,0.4963539139552153,0.4859892483548845,0.3343726171440007,0.2231791439900175,0.6425260520548758,0.8893339172206634,0.4031501402695339,0.3479555669328723,0.2820880980712649,0.6328153116407582,0.5681866255759168,0.9864292485955376,0.9717903122252232,0.8705614770445718,0.8369964396169028,K_pxs12,1,CGD,cheap,0.4655334501707041,204.6
S_strain_x0.25,0.4653124323039648,0.506406660086553,0.307405419512998,0.2403299462744709,0.6315174900669646,0.8802245797519408,0.39993011567691,0.2312373976543982,0.2639846862919137,0.623477094807436,0.5578572232868643,0.9848108596129034,0.968508671338506,0.8610406114001974,0.8292201136307268,S_strain_x0.25,5,CGD,cheap,0.4503815576843771,139.5
K_pxs12,0.46092713564578,0.4895262711495457,0.2891056263961575,0.1629215133041821,0.6414443655177555,0.8639685253473294,0.3774384936825863,0.3134974789812477,0.2111033460617336,0.6158385003374792,0.545395842266466,0.9809899976034476,0.959899215146277,0.849324866836569,0.8169082693079796,K_pxs12,8,BAH,cheap,0.4423444192957123,205.8
K_pxs12,0.4642035973816104,0.5040987767613699,0.3069191449752316,0.2376251160541746,0.6319460126917692,0.8798791500954233,0.3984674071127168,0.2291220795130316,0.2632575954103666,0.6228014535220263,0.5570967049492842,0.9847769971395084,0.968432031931058,0.8606446059677936,0.8287091783091941,K_pxs12,5,CGD,cheap,0.4493024789466744,213.5
S_strain_x0.25,0.4970721728258149,0.4855189848795533,0.3349818411502616,0.2233123096093241,0.642534928477455,0.8894531578308635,0.4031900569283129,0.3506099951948665,0.2829126953523364,0.6327311817427055,0.5681274148770551,0.9864385995921556,0.971821114630573,0.8706575858684116,0.8369201591715562,S_strain_x0.25,1,CGD,cheap,0.4680631430157129,155.4
T_strainfam_x0.5,0.4642938028517556,0.5050059695777381,0.3072683791098303,0.2407348451179735,0.6318994295535921,0.8799095271585511,0.3993852605458939,0.227265930785981,0.2638201435304654,0.6236207915339592,0.557725765337734,0.9847786496973476,0.9684295905424892,0.8606906120691862,0.829165601572578,T_strainfam_x0.5,5,CGD,cheap,0.450666474324973,210.2
T_strainfam_x0.5,0.4977511836728354,0.4867647509303527,0.334596699052345,0.2230583823897315,0.6427315498439878,0.8892654853821683,0.4035632221219857,0.3538774828175054,0.2826764507425596,0.6326680382985901,0.5685938104806653,0.9864011086212388,0.9717480263010132,0.8704736043044848,0.8375347520265265,T_strainfam_x0.5,1,CGD,cheap,0.4683532199558003,211.4
K_pxs12,0.4343559310629259,0.5167879340945941,0.2636421136931683,0.2249575808817239,0.6308797753077624,0.8536915872679751,0.3728881824853393,0.2069918283242378,0.1943989373892514,0.6281236345766454,0.5461010277526733,0.9801446486953266,0.9585745945010968,0.8384801507076611,0.8163383079543395,K_pxs12,7,BAH,cheap,0.4286626174489433,217.3
K_pxs12,0.4655081996494181,0.493671005205106,0.3039104233905497,0.2372068865258295,0.6179749419215269,0.8781683503987335,0.3919097109191227,0.2392280154536208,0.2628710749031915,0.6382643902895664,0.5530168947914331,0.9843304266100622,0.967098767528335,0.858619308028441,0.825801476251769,K_pxs12,6,CGD,cheap,0.4521548745489981,220.9
T_strainfam_x0.5,0.4578829192677669,0.4935350460373878,0.2823605301637679,0.1786939801954748,0.6201994427740071,0.8658515747800912,0.3795504038739785,0.3036926453121492,0.2000501534182474,0.6169074163809143,0.5477140391816656,0.981441488216814,0.9611294011321446,0.8507369896833421,0.8172220879877008,T_strainfam_x0.5,3,BAH,cheap,0.442445651894477,217.4
S_strain_x0.25,0.4662000603976465,0.4954821998210871,0.3047490991301821,0.238772494579294,0.6169466220266033,0.8784456332475784,0.3931126568495863,0.2399421776683153,0.2634737585534871,0.638652872632864,0.5536859005617477,0.9843679191967236,0.9671687060008184,0.8589547207555845,0.8258915777679171,S_strain_x0.25,6,CGD,cheap,0.4534462699511554,146.3
