model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,tag,TOTAL_additive_only,secs
B,0.4953158206756391,0.4860776739833054,0.3264403015329297,0.2219653803466682,0.6413719130100711,0.8877449909819397,0.4000326889770809,0.3542430716337336,0.2763413662710323,0.6337102840249563,0.5654146850306422,0.9861255004879758,0.971162203128468,0.8695297335516973,0.8346132903294404,B,1,CGD,cheap,0.4669014177830516,263.2
C,0.4975775131937908,0.4858492055704727,0.3391070472552526,0.2216300858842516,0.6431089204969076,0.888975786437622,0.4046496527357623,0.3495231979027249,0.285729830135835,0.63083942136695,0.5697078995583782,0.9864548382838264,0.9718329977854772,0.8692138548948836,0.8377435667809277,C,1,CGD,cheap,0.465804289622257,263.2
D,0.4567188685336467,0.4920978067954388,0.2848015020349254,0.1787167992739033,0.6159310563740932,0.8658763370078824,0.3795442084333889,0.2978527382179791,0.2005600818767607,0.615750847260004,0.5479980055754904,0.9814900763282856,0.9612123836953592,0.8505476522357395,0.8172628968997655,D,3,BAH,cheap,0.4432239457051025,263.7
B,0.4617051745739529,0.5049590237580276,0.3007326483218239,0.2338619241038648,0.6313280319837065,0.8781989796556322,0.3958191487467619,0.2271625201072151,0.2588220489319964,0.6216147425275174,0.555044067910838,0.9844423460682172,0.9677200571570715,0.8599105962764965,0.8272134560345091,B,5,CGD,cheap,0.4477822514950376,264.8
B,0.4564227053080527,0.4922541795894805,0.2814637489772352,0.1780282858442233,0.6202851449219456,0.8656704620861708,0.3785798184036952,0.3015313739216962,0.1966171008245474,0.6167534552273316,0.5467723563582557,0.9814819087956616,0.9612252425875776,0.8506834020316754,0.8171430125521593,B,3,BAH,cheap,0.4417285837828369,267.0
C,0.4370528002167038,0.5218838338085564,0.2614356614841946,0.2321797934857364,0.6313920748981543,0.852243091586603,0.3744766086233792,0.218102772911486,0.1949726901345129,0.630001041518145,0.5473966596504835,0.9798374875711432,0.9579409417402442,0.8365964445879038,0.8180110111905267,C,7,BAH,cheap,0.4285251606274546,269.3
A,0.4616701131814553,0.488539345853142,0.2896949615129765,0.1639013375707644,0.6418217575352624,0.8644570029458025,0.3774083824170909,0.3157772583260754,0.2118213145229327,0.6164935488679818,0.5451509506284455,0.9810480363959077,0.9600121693757828,0.8499138242287786,0.81625732328468,A,8,BAH,cheap,0.4441576276812198,269.3
A,0.4572033884940447,0.4929528865968028,0.2818268229952714,0.1777930801055576,0.6205986457860881,0.8658321417208797,0.3789984678151354,0.3017522269540982,0.1996077371146347,0.6165843481228874,0.5471383114009913,0.9814318014408402,0.9610746225373548,0.8507954376260423,0.8158629485250868,A,3,BAH,cheap,0.4421927994385053,269.5
E,0.498192393271173,0.4882161350488153,0.3321752334210264,0.2221254009933161,0.6418764102951078,0.8894416479185377,0.4031178361171116,0.3575651623872551,0.2819926825590794,0.6323665519781679,0.5675276094220771,0.986405739301474,0.9717575058107722,0.8707553480318743,0.8364616422925624,E,1,CGD,cheap,0.4656661090377378,131.2
D,0.4955088147623955,0.4826412472018356,0.3369826022021316,0.2227709080039386,0.6404381654412882,0.8893705979961484,0.4024791025721852,0.3433728478360403,0.2833730259957557,0.6324729628850754,0.5683689693050568,0.9864291928101772,0.9718040168227512,0.8705918553146518,0.8371708207780646,D,1,CGD,cheap,0.4700156919601854,271.2
A,0.4360207987363207,0.5200631734611392,0.2637098312493908,0.2251527560641593,0.6308760043968247,0.8539775914040582,0.3740794108411417,0.2131743164842136,0.1946200160962289,0.6281271606117236,0.5466769033592566,0.9801498260583292,0.9585964147066488,0.8392910152171099,0.8177470033905834,A,7,BAH,cheap,0.4291832995265658,279.1
C,0.4655806238766473,0.5042282618295214,0.3111081453633647,0.2453173437232951,0.6315665806875944,0.8800086350896001,0.4011832930060368,0.2283458329534363,0.2660932499267489,0.6244816713047204,0.5589417980141772,0.9848898128251784,0.9686591997751144,0.859439512977806,0.829702601247522,C,5,CGD,cheap,0.4502224139083359,285.0
C,0.4678314807441329,0.4951361568695599,0.3098380223679576,0.2419918259867284,0.6176476543430688,0.8783835245322384,0.3954948470999799,0.2404686426999431,0.2672027295656356,0.639560277123674,0.5558152379441422,0.984482056030543,0.9673948566424924,0.8573856894670076,0.8271238225693816,C,6,CGD,cheap,0.4531328636668521,288.7
B,0.463518581359455,0.4956758214506947,0.2969551785862602,0.2344239028598667,0.6164849126204934,0.8765548557926155,0.3894422876846075,0.240970420776172,0.2571610553135763,0.6367133198201285,0.5509882215963497,0.983986243289483,0.9663978725208588,0.8580268187109162,0.8244116958566772,B,6,CGD,cheap,0.4509646745842242,291.7
B,0.4350287925307866,0.5201227611888307,0.2637091150035495,0.218566369563901,0.6312430769068869,0.8535038789210483,0.3733792365725689,0.2127744404957532,0.1930038094843371,0.6255942809934381,0.5453625901614575,0.9801256342243362,0.9585813560121372,0.8393918968372733,0.8169031382817548,B,7,BAH,cheap,0.4275902849296897,294.4
E,0.4355268763535973,0.5190948905959518,0.2629014861624041,0.2248769582473731,0.6315560771978286,0.8541379480769116,0.3733800272629779,0.2111821301173818,0.1950377888410603,0.6281985471709304,0.5458088282737801,0.9801597988177632,0.958645392529062,0.8395131244380072,0.8169094724416563,E,7,BAH,cheap,0.4277345455689726,134.1
F_strain_early,0.5009806484174574,0.4850831832298128,0.3491701278115615,0.2299322322704284,0.6428111096012348,0.8938588362830828,0.4091575153020719,0.3498317604987654,0.2895191313182658,0.6348563346712318,0.5712738100958664,0.9873035002895004,0.973447455936831,0.8750975130823772,0.8383225324469614,F_strain_early,1,CGD,cheap,0.4714756454421512,135.4
G_npass4,0.4354381023460119,0.5196645900162165,0.2641755769730093,0.2219216578211014,0.6307212817859422,0.8541763821049779,0.3737826741147554,0.2119142211490172,0.1936635863958227,0.6272317557600309,0.5463684062271267,0.980201793322826,0.9587450223599554,0.8398510026401014,0.8179714611551709,G_npass4,7,BAH,cheap,0.4286690497116187,129.9
E,0.4636137880129479,0.5041312436087515,0.305382845469803,0.2378047177426605,0.6320108090619053,0.8799160963824629,0.3978983822098266,0.227115986361294,0.2631879358933964,0.622842987940036,0.5562177987811401,0.9847394986497836,0.9683581319591088,0.8609184318226487,0.8282720927272241,E,5,CGD,cheap,0.4488169852609123,177.2
H_npass3,0.4949405288934183,0.4856878956651692,0.3273282383143504,0.2212127234712287,0.6418150392747687,0.8876885014622039,0.4001127949455553,0.3514180032507981,0.2763306732185923,0.6351155347308426,0.5662668219525259,0.9860695501527084,0.9710592481550864,0.8696473087394216,0.8363033793067337,H_npass3,1,CGD,cheap,0.4674573875720957,152.4
E,0.4661070826599922,0.495676446443922,0.3023314254789673,0.237802113280491,0.6184044472459692,0.878224983648962,0.392179025980939,0.2416723459333319,0.2628596614203176,0.6386727613509554,0.552873036582792,0.98431527436716,0.9670748790947566,0.8588381300420435,0.8254373730238826,E,6,CGD,cheap,0.4520780620251294,215.8
E,0.4586942263787159,0.4938185298553792,0.2824574723461924,0.1780707131157903,0.6201742505429442,0.8660741554906787,0.3796158405879951,0.3068391567551972,0.200995999313378,0.6167604536982016,0.5466471710009239,0.9814920262416515,0.961225547817053,0.8507902451645374,0.8160392488637195,E,3,BAH,cheap,0.4407120805831962,221.4
E,0.4622381594749481,0.4894186023731554,0.2877217764031504,0.1638380716909376,0.6423065753643529,0.8642763108419562,0.3770510093388465,0.3198928045517905,0.2113118475318922,0.6165797388977077,0.5444248133067568,0.9810190746550248,0.9599395938007418,0.8496627510986386,0.8152551478932035,E,8,BAH,cheap,0.4429313918508851,226.1
F_strain_early,0.4567591953491018,0.4930247798827744,0.2796969073840335,0.1761669724788375,0.6201674410946069,0.8654913730788139,0.3780030247718939,0.3033544910244979,0.1981802898409608,0.6155733665180921,0.5459174343092926,0.9812356170672442,0.9606114934069702,0.8511242316740175,0.8149468292811209,F_strain_early,3,BAH,cheap,0.4416801456484536,223.1
G_npass4,0.4633553146926326,0.505668165674238,0.3036699948545092,0.2362723206362414,0.6316832411482661,0.8791965800249855,0.3976171790311639,0.2294483388694687,0.2607389733427851,0.6224131349199603,0.556658559907954,0.9845871072963353,0.9680472906411216,0.8606546425393278,0.8288373283517138,G_npass4,5,CGD,cheap,0.4492948981920118,217.9
F_strain_early,0.4616622993655369,0.4896923721932675,0.2874684179031765,0.1622749651511691,0.6420460987004709,0.8645300980917789,0.3768351668950117,0.3177875541709097,0.2109131461164248,0.6158347575490055,0.5444774442212129,0.98091460756803,0.959652781388436,0.8505645662147048,0.8154125705026192,F_strain_early,8,BAH,cheap,0.4438807513593925,223.2
G_npass4,0.4572871507081888,0.4933130934336047,0.2821253117240151,0.1777938740284713,0.6196538570414459,0.8660895281068777,0.3792049760498869,0.3035047190873891,0.1977996421473787,0.6164951843945344,0.5471522077586912,0.9814922060022364,0.961236103410808,0.8514203077058848,0.8169349644554218,G_npass4,3,BAH,cheap,0.4426041760097288,221.9
G_npass4,0.4955033989167045,0.4851823097788609,0.3298613417042594,0.2224474442566233,0.6425918218127961,0.8885713990819976,0.4010451009987847,0.3503797885141645,0.2785547975660596,0.6341203561695741,0.5665778203521313,0.986232699339568,0.971401356387688,0.8702911148658851,0.8353910840754545,G_npass4,1,CGD,cheap,0.4682234392825361,227.4
G_npass4,0.4606043832157154,0.4877344613677309,0.2895239840412913,0.1638700111684186,0.6413305767696695,0.8645338299088042,0.376971225246334,0.3133642164546076,0.2096145227143054,0.6164424553151981,0.5442963511413738,0.9810897386442734,0.9601278169347728,0.8502057463558644,0.8155792216233414,G_npass4,8,BAH,cheap,0.4446419918611818,224.8
F_strain_early,0.4716561995971675,0.4962962899000874,0.3199389518646032,0.2470044230183582,0.6173989017460164,0.8834018414239772,0.4006857170732391,0.2409272033549299,0.2723867643902453,0.6425926983280807,0.557646773244384,0.9854015260001814,0.9691200443831142,0.8633273611825277,0.827579883912755,F_strain_early,6,CGD,cheap,0.458379874909417,236.6
F_strain_early,0.4702962868098376,0.5071228013910332,0.3215464817245164,0.2498562241313025,0.6318677494213383,0.8850361853396962,0.40712780703748,0.2323745958692769,0.2716060270341444,0.6266420463740184,0.5609353752888456,0.985800274826799,0.9703815862266724,0.865425992639953,0.8299836651241933,F_strain_early,5,CGD,cheap,0.4546662997927885,239.2
H_npass3,0.4638466144120852,0.4964936730725152,0.2977273905480413,0.2351909069536778,0.6162825524830963,0.8765207523463908,0.3901697038871888,0.2412114948180993,0.2572909210219646,0.6369784310465517,0.5520342339668378,0.9839506422424938,0.966339131450305,0.8581274730616335,0.8250080531997179,H_npass3,6,CGD,cheap,0.4510316624308533,211.9
