v22,ref_ctx_g0.5,ref_ctx_g1.0,ref_drug_g0.5,ref_drug_g1.0,w_eq,w_us.7,w_us.3,w_sc.7,w_sc.3,w_ss.7,w_ss.3,seed,strain
0.5085309003315542,0.4506210948703646,0.3921255377345109,0.5075011528764826,0.505310037340116,0.5085309006605638,0.5090153771308898,0.5076837276756399,0.5085494567002593,0.5084928706220471,0.5085317217252744,0.5085291059802538,1,CGD
0.47359744048461605,0.44378338562252234,0.4074334265435354,0.47251351271616393,0.4704791162893356,0.4735974428132743,0.4742566690580735,0.47258010551527974,0.4736256716357289,0.4735521621933391,0.47359823504801446,0.4735958686572347,5,CGD
0.475899891447392,0.4390348625613412,0.4014028689236642,0.4749465821833515,0.4730875869471521,0.47589989422443596,0.4766242965573033,0.4748012286256264,0.4759381855767475,0.4758452772213685,0.4759025643983067,0.4758966077706156,6,CGD
0.4634692367265215,0.41542815664122523,0.3654827592516529,0.4616086735292824,0.45891606079611175,0.46346924021859165,0.46327563411842576,0.46354645876842915,0.4634827121335691,0.4634336778786772,0.463471085110202,0.4634667798440717,3,BAH
0.44145848902079377,0.4154811843144481,0.3856772718876665,0.43995922960336886,0.43752775999032323,0.44145849007864874,0.441282173776259,0.4414931611815006,0.4414628792438959,0.441439343584745,0.4414588148558007,0.44145748093380405,7,BAH
0.4672210259370936,0.41567143879408963,0.363914008714461,0.465442066981777,0.4628109865454277,0.46722103413509886,0.46705768674599707,0.46725585308125084,0.4672625935769513,0.46716152777134506,0.4672224007521134,0.4672195628145117,8,BAH
