seed,strain,A,A+x,Bns_all,Bns_all+x,route,route+x,route_half,route_half+x
1,CGD,0.4970363237125903,0.500853599635141,0.49770369680898746,0.5002954502575012,0.49794829232861204,0.5005407244108819,0.49764284743826165,0.5009001386956129
5,CGD,0.4651634228116243,0.4684161076194744,0.465632539802315,0.46764380708344727,0.4662643545702656,0.46827574786458115,0.46585431363027224,0.4685241076707298
6,CGD,0.46604593185114124,0.46900080440715236,0.4664054563415637,0.46855406856418935,0.46663571165024026,0.4687850549227688,0.4664470286381616,0.46903110935558195
3,BAH,0.4574236104021261,0.45934392384240497,0.45578875245477435,0.45748640528648454,0.4565782449826468,0.4582756563557533,0.45706122233722424,0.45892027675419017
7,BAH,0.43608375080978506,0.43865855250116476,0.4346121952655212,0.4368124822846885,0.4342244113732586,0.43642487099074007,0.4352418664923268,0.43771769935402727
8,BAH,0.461699566569996,0.46352800318605397,0.46053439803955054,0.4621170176461298,0.4605478462659282,0.46213101651135374,0.4612042766338621,0.46297554809571323
