model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,seed,strain,ks,kc
x,0.49694172645402396,0.4852283333779258,0.33474289788794803,0.22254156029658353,0.6427077981370866,0.8893401237055512,0.40287972772682706,0.35071136004555814,0.2827036822241921,0.6329117246563187,0.5675917772325016,0.9864230107967696,0.9717749167281137,0.870608396757283,0.8363307435774332,1,CGD,1.0,1.2
x,0.4966940015101043,0.4844630809254725,0.33474289788794803,0.22220468513464686,0.6427077981370866,0.8892565605118431,0.4025021686447887,0.35020153247585084,0.2827036822241921,0.6327714790205883,0.5671791280894203,0.9864139866561745,0.9717522961763542,0.8705363311110713,0.8358707129607553,1,CGD,1.0,1.3
x,0.4963306294144255,0.48326336240354345,0.33474289788794803,0.22184539120031696,0.6427077981370866,0.88914992402565,0.4019337944033288,0.34939279562488024,0.2827036822241921,0.632614651528316,0.5667287057163456,0.9864026395440341,0.971724458646275,0.8704358478966111,0.8354793285437186,1,CGD,1.0,1.4
x,0.4977736780625285,0.4854534063522417,0.3371757334746482,0.22254156029658353,0.6427077981370866,0.8886495206404558,0.4038713159531281,0.35057237067994296,0.2863237005761543,0.6329117246563187,0.5681111645860787,0.986362906861726,0.9715992227232992,0.8697093364856976,0.8366921207949719,1,CGD,1.2,1.0
x,0.4977880699917852,0.4855571600176866,0.3371757334746482,0.22213460059112453,0.6427077981370866,0.8885953713480438,0.40385939572623897,0.35086183759424555,0.2863237005761543,0.6327414292540696,0.5678579246225942,0.9863563226141676,0.971582179301111,0.8696790399767111,0.8362830477875091,1,CGD,1.2,1.1
x,0.4976618527842132,0.4852283333779258,0.3371757334746482,0.22169553262187613,0.6427077981370866,0.8885159210127391,0.40365612399815004,0.35071136004555814,0.2863237005761543,0.6325473326836126,0.5676578437884816,0.9863471867871386,0.9715593982005982,0.8696175664317848,0.8362494458907948,1,CGD,1.2,1.2
x,0.49740076336839123,0.4844630809254725,0.3371757334746482,0.22122542037401696,0.6427077981370866,0.8884112516707143,0.4032599878595602,0.35020153247585084,0.2863237005761543,0.6323297945093052,0.5673098001605349,0.9863354974357391,0.9715308794256525,0.8695252458757434,0.8360261209030307,1,CGD,1.2,1.3
x,0.49701765519492896,0.48326336240354345,0.3371757334746482,0.22072534800741633,0.6427077981370866,0.8882814487675637,0.4026719850824007,0.34939279562488024,0.2863237005761543,0.6320892019838615,0.5668229946444598,0.9863212527505858,0.9714966228938473,0.8694024228610503,0.8355640719017079,1,CGD,1.2,1.4
x,0.49826100868032047,0.4854534063522417,0.33903517236090375,0.22184539120031696,0.6427077981370866,0.8875854693797702,0.404457815243034,0.35057237067994296,0.2892865619547128,0.632614651528316,0.567924186276904,0.9862627267958718,0.971315816409238,0.868425945700256,0.8361635030179282,1,CGD,1.4,1.0
x,0.49826203918246864,0.4855571600176866,0.33903517236090375,0.2213058847956598,0.6427077981370866,0.8875105525272589,0.4044274142192282,0.35086183759424555,0.2892865619547128,0.6323676610809237,0.567732582086515,0.9862534984535881,0.9712929220893661,0.8683761891979327,0.8359773583034789,1,CGD,1.4,1.1
x,0.49811614145136657,0.4852283333779258,0.33903517236090375,0.22072534800741633,0.6427077981370866,0.8874078901820145,0.40420441769580506,0.35071136004555814,0.2892865619547128,0.6320892019838615,0.5674990878514412,0.9862414439374669,0.9712636746616246,0.8682927529172211,0.8358868691583785,1,CGD,1.4,1.2
x,0.497833002553658,0.4844630809254725,0.33903517236090375,0.2201055265991163,0.6427077981370866,0.8872775757148608,0.4037874078228451,0.35020153247585084,0.2892865619547128,0.631779912677572,0.5671005060220928,0.9862265609147494,0.9712280740604199,0.8681760129150795,0.8355683227270468,1,CGD,1.4,1.3
x,0.49742864081434257,0.48326336240354345,0.33903517236090375,0.2194481786947545,0.6427077981370866,0.8871197068207575,0.40317747634213497,0.34939279562488024,0.2892865619547128,0.6314404515924794,0.5666082737898165,0.9862088473449573,0.9711861203437476,0.868026362082669,0.8351474593079521,1,CGD,1.4,1.4
