model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,seed,strain,beta,tau
x,0.4618854601315678,0.49618329338077727,0.2898560832248246,0.17760229655187326,0.6216135261084104,0.866246215177864,0.38331355905776826,0.31297269700946423,0.20538467461566823,0.6170734872206476,0.5485800856892331,0.9813924234265394,0.9610148841358613,0.8515017712199641,0.8173080070680713,3,BAH,0.4,1.5
x,0.4618566136956564,0.49637370688007565,0.28914331769618595,0.1775708023970356,0.6214874118662129,0.8663076929611242,0.3831288464103175,0.31336339913714034,0.20507127316395593,0.6170371271149342,0.5484443265827899,0.981403010087425,0.961032332660629,0.8515605718300812,0.8171087510105237,3,BAH,0.5,2.0
x,0.43873216319515973,0.5230456711849979,0.2653932529466383,0.22667223001051726,0.6345157388898071,0.8549012399280121,0.3763323924443238,0.2194950559251763,0.19702651856125736,0.6300045140757723,0.5472810158722473,0.9801766901002269,0.9586428171385515,0.8406552024398184,0.8176202284831158,7,BAH,0.0,1.0
x,0.43922758055529904,0.5229969478320285,0.26734387403034415,0.22676067492275212,0.6343252933946715,0.8548759647158825,0.3772277406654987,0.21955848027613664,0.19818411806131367,0.630024609686084,0.547889436192988,0.9801723898653211,0.9586449959989038,0.840660711586003,0.8178087555517817,7,BAH,0.1,1.0
x,0.4394290764907844,0.5229448926381168,0.2682664819004572,0.22680420879297453,0.6340701195903635,0.8548380031027512,0.37762978523433677,0.21951896707834082,0.19871645073646477,0.6299755384392899,0.548187843095197,0.9801652807067065,0.9586356041145403,0.8406327831964118,0.8179864393621207,7,BAH,0.15,1.0
x,0.43959618478585294,0.5228750914813479,0.26915569822426444,0.2268472848709728,0.6337207583476845,0.8547833292821574,0.37800334862118873,0.2194331886599798,0.19921791065013236,0.629890350457706,0.5483885373266245,0.980154916785071,0.958619224633238,0.840585030249543,0.818004812375667,7,BAH,0.2,1.0
x,0.4397358067423277,0.5227880703112369,0.2700127924823185,0.22688990267843986,0.6332854808669419,0.8547120730683287,0.37834978822969223,0.21930225461151465,0.19968874867109945,0.6297712474375645,0.5486123934191921,0.9801413372758967,0.958595857686572,0.8405179310866163,0.8181931937655129,7,BAH,0.25,1.0
x,0.43984259086171296,0.5226843501470575,0.2708389955254959,0.2269320629807883,0.6327718346247788,0.8546243634274515,0.37867039110569095,0.21912734793182176,0.20012933253125745,0.629620245882632,0.5487351943784174,0.9801245817353474,0.9585655032097927,0.8404319628072184,0.8181647109467661,7,BAH,0.3,1.0
x,0.43948208142315476,0.5229406590570808,0.26849022594128424,0.22678503713336964,0.6339253374081346,0.8548375283459332,0.3777210298902731,0.2195209447425395,0.19887785350714826,0.6299325949643457,0.5482259827005547,0.9801650112819813,0.9586341593813918,0.8406390854687154,0.8179155947163672,7,BAH,0.2,1.25
x,0.439721177498985,0.5228206246511059,0.26988336090481935,0.2268399609946577,0.6331331111935615,0.8547315443749063,0.37828402008417994,0.21936206636798722,0.19966019007149288,0.629714739317915,0.5485587676654231,0.9801433974323396,0.9585966308276955,0.8405447826421983,0.8180503743196621,7,BAH,0.3,1.25
x,0.4393763449007435,0.5229758872411959,0.2679854789512527,0.22675134505897424,0.634039813240282,0.8548670551150745,0.37750054325149746,0.2195435648640486,0.19859164518963754,0.6299522425292414,0.5481106360238576,0.9801710479489539,0.9586423556235856,0.8406655186751634,0.8178862104729514,7,BAH,0.2,1.5
x,0.43959338894726624,0.5228961093913277,0.2691584302333518,0.22679009260650823,0.6333571827117238,0.8547938375107382,0.3779800042502459,0.2194539923687614,0.19926260144501723,0.6297701273251672,0.5483857777456935,0.9801553416076874,0.9586155945233419,0.8406063704920677,0.8179531469788743,7,BAH,0.3,1.5
x,0.43974758205671627,0.5227880644390445,0.2702560189354158,0.226828302383095,0.6324346903836041,0.8546840130989938,0.3783974244360895,0.21929287514482546,0.19986063711713437,0.6294990323769217,0.5486163527562189,0.9801312631226743,0.9585711465132548,0.8405073739930046,0.818077999767713,7,BAH,0.4,1.5
x,0.43961683160440934,0.5228635092775566,0.26969381997168934,0.2267816184840129,0.6320519107406459,0.8547166309332406,0.3781276640865553,0.21941034170098744,0.1995034284289074,0.629380498612998,0.5484157101768733,0.980134658720386,0.9585731443363839,0.8405475252221197,0.8179900454085697,7,BAH,0.5,2.0
