v21_all,u_b0.0_t1.25,u_b0.3_t1.25,u_b0.5_t1.25,u_b0.7_t1.25,u_b1.0_t1.25,u_b0.5_t1.0,u_b0.7_t1.0,u_b1.0_t1.0,u_b0.5_t1.5,u_b0.7_t1.5,u_b1.0_t1.5,u_b0.7_t0.75,u_b1.0_t0.75,u_b1.5_t1.0,seed,strain
0.5056900754641828,0.5049881075705787,0.506502257661811,0.506993140999143,0.5071646507484748,0.5069714833112917,0.5074931158374734,0.5077396750871869,0.5075674088762633,0.5066203298616733,0.5067445323076559,0.5065450992659697,0.5085309003315542,0.5083852236500752,0.5062548056169871,1,CGD
0.4720806645707197,0.47065479647478553,0.47194159737804475,0.4723422805344341,0.47247453086592794,0.47230386658531925,0.47275146089181364,0.4729451271905769,0.4727894201141919,0.47204640937641845,0.4721407451300305,0.4719662543622729,0.47359744048461605,0.47347507696378427,0.4717111610301556,5,CGD
0.4737768683188501,0.4732412940931039,0.47424524268414103,0.4745591148004294,0.4746512726252559,0.47446995418634047,0.47498683175338746,0.4751543062060521,0.4750075397117506,0.4742611774634928,0.47430938407496226,0.47411213456620876,0.475899891447392,0.4758184626018086,0.4740010417576561,6,CGD
0.46186443859053017,0.46139843772806566,0.4622932938250169,0.46271303283056453,0.4630000349218411,0.46322382738010326,0.46293286062443184,0.4632422852337416,0.4634382750195885,0.46251101169780123,0.4627730447289148,0.46299664967244664,0.4634692367265215,0.4635832898312197,0.4631877267258404,3,BAH
0.439721177498985,0.43873216319515973,0.43985331602314787,0.44039333543334935,0.4407864751767302,0.4411337121767546,0.4406772019917782,0.44110805861887165,0.44145276302386904,0.4401574230852765,0.440512942589784,0.4408537343460123,0.44145848902079377,0.44176119412571013,0.4413787039158116,7,BAH
0.46537212574902254,0.46527140685463964,0.4660607032300283,0.46643113766114896,0.46668606206691876,0.4668818129415152,0.46666232810852576,0.4669445882560741,0.46712201396721836,0.46623708600275254,0.46646510736001734,0.4666588054352841,0.4672210259370936,0.46733438568629804,0.46687706834952164,8,BAH
