config,mean,sem,delta,delta_sem,folds_up,beats
crossfit K=3,0.4622754099625685,0.008303939365821696,-0.001598385170330674,0.0004204242398162805,1,False
crossfit K=5,0.4631914526227006,0.008455445200980046,-0.0006823425101985248,0.0005690286134789331,2,False
in-sample (shipped),0.4638737951328992,0.008022883565244231,0.0,0.0,0,False
