model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,seed,strain,k
k=1.2,0.43808161751204805,0.521250101218101,0.26771810466347024,0.22438224657682732,0.6326762372241412,0.8532535370470682,0.37641177011825755,0.21616516454382803,0.199432189291412,0.6283615655275374,0.5474468050653647,0.9800568009644641,0.9584242014699209,0.8384237009799725,0.8176560170562086,7,BAH,1.2
k=1.4,0.4384524391609824,0.521250101218101,0.26913843626965533,0.2233666237458336,0.6326762372241412,0.8521984870612541,0.3769633753239483,0.21616516454382803,0.20190861212400227,0.6278937075336765,0.5473554366162148,0.9799278653585015,0.9581476459218765,0.8371566034869447,0.8172262856320797,7,BAH,1.4
k=1.6,0.4386761186666738,0.521250101218101,0.27028007059009085,0.22228943642067867,0.6326762372241412,0.8508968364472463,0.37737719076953546,0.21616516454382803,0.20413279022770842,0.6273774663170402,0.5471023219765866,0.9797697595209347,0.9578083220540341,0.8355881106247303,0.8166169451378521,7,BAH,1.6
k=1.8,0.43876052309326247,0.521250101218101,0.2711615262910403,0.22115206326877743,0.6326762372241412,0.8493522452469494,0.37766206492560556,0.21616516454382803,0.20611823110794256,0.6268134312184842,0.5467307112053718,0.979582667412255,0.9574062302139738,0.8337326743229564,0.815921659249124,7,BAH,1.8
k=2.0,0.438710473609002,0.521250101218101,0.2718016819887308,0.2199560816310903,0.6326762372241412,0.8475685341413044,0.3778270377250198,0.21616516454382803,0.2078789992618492,0.626202245189961,0.5462190013870911,0.9793667987082019,0.956941369967068,0.8316053719768813,0.8150583807117882,7,BAH,2.0
k=2.4,0.43824445658444433,0.521250101218101,0.2724331473932652,0.21739555129026233,0.6326762372241412,0.843299520234147,0.3778333303850333,0.21616516454382803,0.2107835126597435,0.6248412607593197,0.5450471684942055,0.9788496945210329,0.9558233449933825,0.8265972726566007,0.8134528124420843,7,BAH,2.4
k=3.0,0.43670160517947865,0.521250101218101,0.27202576348049823,0.21316478755152166,0.6326762372241412,0.835201681938293,0.37716277450282304,0.21616516454382803,0.21380563489123353,0.6224649688407021,0.5425983679006352,0.9778648236269699,0.9536755471542465,0.8174358210443876,0.81014481919518,7,BAH,3.0
k=0.8,0.49819219716777724,0.48722101324625083,0.3335503760855269,0.2235350682038556,0.6456562740191172,0.8900116188441942,0.4036204117140768,0.35691769748183144,0.28031775878862486,0.6340502462544175,0.5686530918177245,0.9864744547661272,0.9719336013409466,0.8713917398412894,0.8373878429647074,1,CGD,0.8
k=1.0,0.4992558612634464,0.48722101324625083,0.33683255153748953,0.2229939592624774,0.6456562740191172,0.8894033906908508,0.4047515558811624,0.35691769748183144,0.2848627987957909,0.6338563823204288,0.5689111333483657,0.986418278487678,0.9717794444846005,0.8706597188376085,0.8373019089852978,1,CGD,1.0
k=1.2,0.5000061952696762,0.48722101324625083,0.3393875159866131,0.22235560835232676,0.6456562740191172,0.8884813900550269,0.4056018051231773,0.35691769748183144,0.28860550201509994,0.6335934039887057,0.5689097135923914,0.9863281769498662,0.9715388192700039,0.8695433992092567,0.8369451530231414,1,CGD,1.2
k=1.4,0.5004735655168636,0.48722101324625083,0.3413004500756335,0.22162491711766372,0.6456562740191172,0.8872508510463339,0.4062031568961365,0.35691769748183144,0.2916181709164047,0.6332630263951593,0.5687825952879891,0.986204884180764,0.9712117260042361,0.868062979945823,0.8366398554875505,1,CGD,1.4
