l1.0_b0.0,l1.0_b0.4,l1.0_b0.7,ref_v22,l1.0_b1.0,l1.25_b0.0,l1.25_b0.4,l1.25_b0.7,l1.25_b1.0,l1.4_b0.0,l1.4_b0.4,l1.4_b0.7,l1.4_b1.0,l1.55_b0.0,l1.55_b0.4,l1.55_b0.7,l1.55_b1.0,seed,strain
0.5049881075705787,0.5078384578590073,0.5085309003315542,0.5085309003315542,0.5083852236500752,0.5070307512057899,0.5094522382823242,0.5096991521977511,0.509047568987234,0.5078823265814618,0.509924265574607,0.5098126511666619,0.5087616952740802,0.5084827148707017,0.5100631750621755,0.5095301307254333,0.5080231569542427,1,CGD
0.47065479647478553,0.4730385934181699,0.47359744048461605,0.47359744048461605,0.47347507696378427,0.4725586578544661,0.4745414753013012,0.4747115869706107,0.4741493054834212,0.4733626268264864,0.4750090642865837,0.4748696679170723,0.4739508685695168,0.4739364934744246,0.4751822365787705,0.47467281727438526,0.47334360678796644,5,CGD
0.4732412940931039,0.4753609421514024,0.475899891447392,0.475899891447392,0.4758184626018086,0.47528223211159465,0.47713527962394436,0.4773358017580717,0.4768283996405934,0.4761637809306507,0.47774287268183924,0.4776408516273162,0.4767848629917977,0.4768148001451169,0.47803056692212076,0.47757373290670724,0.47630181417157785,6,CGD
0.46139843772806566,0.4629314978601314,0.4634692367265215,0.4634692367265215,0.4635832898312197,0.4634182186217729,0.4649297994650678,0.4653464594074248,0.46527858194737387,0.4644221898660947,0.46584585506307374,0.4661184977029138,0.46586662846946464,0.46528176847085145,0.4665488168124091,0.4666346637297559,0.4661519527922662,3,BAH
0.43873216319515973,0.44068001653492095,0.44145848902079377,0.44145848902079377,0.44176119412571013,0.4404887726348868,0.4423361066851548,0.44290937490698457,0.4429403823757908,0.44131642293708623,0.44301132622005357,0.44338954915615686,0.4431804724454521,0.4419935588978316,0.44346438679317984,0.44359241502747254,0.44308487651866985,7,BAH
0.46527140685463964,0.4667105600960364,0.4672210259370936,0.4672210259370936,0.46733438568629804,0.4673813017868476,0.4688062817957133,0.4691853647808517,0.46909002006135164,0.4684295880197857,0.46975312175428297,0.46997706793372135,0.469676972683094,0.4693118402785873,0.47047910424214495,0.47049379403809866,0.46993432539649205,8,BAH
